newsgroup_a,newsgroup_b,messages_a,messages_b,cosine_similarity
no.net,no.prat.ufo,2082,762,0.66827744
no.nuug,no.x,107,390,0.6682463
no.kryptografi,no.typografi,537,303,0.66822636
no.musikk.gitar,no.tele,2387,5701,0.66822106
no.marked,no.uninett.skole,26848,829,0.6682056
no.alt.amiga,no.radio-tv,775,4392,0.66818166
no.marked,no.standard,26848,98,0.6681794
no.eunet.hjelp,no.org.decus,601,25,0.6680679
no.bolig,no.irc,1148,6511,0.6680264
no.org.isoc-no,no.unix,46,3935,0.66802543
no.alt.god.jul,no.marked,750,26848,0.668025
no.alt.motorsykler,no.bolig,42775,1148,0.6679984
no.alt.radio-tv.irma-1000,no.prat.aksjer,236,937,0.66795766
no.eunet.hjelp,no.slekt,601,8269,0.667922
no.alt.flame,no.test,19929,3374,0.6679014
no.kjemi,no.video,1463,510,0.66785824
no.alt.flame,no.mail.diverse,19929,1978,0.66785103
no.alt.god.jul,no.tele,750,5701,0.6677981
no.alt.god.jul,no.c,750,2562,0.6677232
no.alt.tegneserier,no.pc,2246,25734,0.6677204
no.prat.seksualitet,no.tegnsett,3616,416,0.6677204
no.net,no.prat.aksjer,2082,937,0.6676842
no.prat.seksualitet,no.spill,3616,12310,0.66767615
no.lisp,no.prat.seksualitet,504,3616,0.6676216
no.bolig,no.vit.diverse,1148,622,0.6675799
no.kjemi,no.sykkel,1463,3996,0.6674679
no.alt.motorsykler,no.eunet.hjelp,42775,601,0.6674483
no.folklore.edb,no.litteratur,153,3989,0.6674155
no.svar,no.unix,207,3935,0.6673794
no.alt.frustrasjoner,no.it.os.os2,35424,696,0.66735625
no.alt.fan.de-lillos,no.amiga,244,3265,0.66730607
no.general,no.x,76902,390,0.6673043
no.prat.aksjer,no.uninett.skole,937,829,0.66728663
no.radio_tv,no.sport.fotball,1682,2324,0.6672608
no.alt.motorsykler,no.video,42775,510,0.6672048
no.alt.katter,no.jus,1932,8006,0.6672026
no.bolig,no.litteratur,1148,3989,0.6671858
no.tungregning,no.typografi,92,303,0.6671432
no.pc,no.slekt,25734,8269,0.6671349
no.marked.diskusjon,no.sport.diverse,76,6331,0.6670755
no.alt.radio-tv.irma-1000,no.x,236,390,0.6670721
no.radio_tv,no.tungregning,1682,92,0.66702604
no.alt.gullkorn,no.tele,7,5701,0.6670106
no.slekt.etterlysning,no.student.nett,3114,418,0.6669691
no.marked.diskusjon,no.sykkel,76,3996,0.66681737
no.mail.diverse,no.org.decus,1978,25,0.6667978
no.alt.tegneserier,no.eunet.drift,2246,405,0.6667774
no.alt.mat,no.uninett.diverse,3909,207,0.6667658
no.tele,no.vr,5701,144,0.66672873
no.unix,no.vr,3935,144,0.66669154
no.alt.mat,no.student.samfund,3909,234,0.6665806
no.norsk.fagord,no.prat.narkotika,310,2474,0.66655135
no.marked.data,no.uninett.hjelp,22621,78,0.66646284
no.alt.god.jul,no.bil,750,6651,0.6664266
no.alt.motorsykler,no.mac,42775,22107,0.6663794
no.jus,no.video,8006,510,0.66637564
no.org.decus,no.org.nobug.diverse,25,119,0.6663035
no.alt.pompel-og-pilt,no.prat.aksjer,367,937,0.66627586
no.medisin,no.spill,1490,12310,0.6662509
no.biz.annonser,no.org.dnd,3658,73,0.66618186
no.alt.irc-treff,no.linux,1017,16315,0.6661645
no.bil,no.sport.diverse,6651,6331,0.6661213
no.linux,no.radio-tv,16315,4392,0.6660988
no.musikk.klassisk,no.prat.politikk,288,3672,0.6659708
no.alt.katter,no.irc,1932,6511,0.6659462
no.alt.diskusjoner,no.slekt.programmer,15893,459,0.66593736
no.prat.ufo,no.www,762,3436,0.6659118
no.alt.gledesutbrudd,no.slekt.etterlysning,11406,3114,0.66585755
no.hobby.diverse,no.mswindow,482,772,0.66584384
no.folklore.overtro,no.nuug,11,107,0.66575545
no.eunet.drift,no.kryptografi,405,537,0.6657413
no.hobby.diverse,no.uninett.katalog,482,32,0.6657275
no.org.decus,no.org.efn.diskusjon,25,1341,0.6657107
no.unix,no.video,3935,510,0.6656908
no.biz.annonser,no.typografi,3658,303,0.6656458
no.lisp,no.pressemeldinger.diskusjon,504,42,0.6656418
no.alt.config,no.marked,625,26848,0.66563916
no.slekt.programmer,no.vitser,459,10517,0.66557556
no.alt.fan.de-lillos,no.prat.narkotika,244,2474,0.6655261
no.bil,no.standard,6651,98,0.665506
no.alt.katter,no.bibsys,1932,98,0.66539073
no.embnet,no.mswindow,398,772,0.665383
no.mail.diverse,no.psykologi,1978,1754,0.6653389
no.marked.jobb,no.tungregning,3836,92,0.6653377
no.musikk.klassisk,no.pressemeldinger.diskusjon,288,42,0.66518754
no.prat.aksjer,no.telepost,937,948,0.6651771
no.ef,no.sport.orientering,1368,63,0.6651581
no.alt.amiga,no.alt.irctreff,775,493,0.66515017
no.slekt.etterlysning,no.vitser,3114,10517,0.665134
no.musikk.klassisk,no.student.nett,288,418,0.6651246
no.spill.rollespill,no.sport.orientering,1017,63,0.6650636
no.ef,no.sykkel,1368,3996,0.664965
no.kryptografi,no.vit.diverse,537,622,0.6649616
no.elektronikk,no.norsk,3838,17383,0.66491723
no.musikk,no.prat.ufo,27521,762,0.6649065
no.alt.pompelog,no.biz.annonser.data,287,1311,0.66484904
no.uninett.skole,no.video,829,510,0.66481364
no.alt.diskusjoner,no.pressemeldinger,15893,62,0.66480505
no.alt.irc-treff,no.marked,1017,26848,0.6647516
no.lisp,no.medisin,504,1490,0.6647458
no.marked.jobb,no.news.diverse,3836,9287,0.66473246
no.folklore.edb,no.test,153,3374,0.66470426
no.alt.flame,no.marked.diskusjon,19929,76,0.6646928
no.it.os.os2,no.video,696,510,0.6646927
no.news.drift,no.perl,571,1087,0.6646831
no.mac,no.org.dnd,22107,73,0.66467845
no.film,no.folklore.edb,12505,153,0.6646597
no.marked.jobb,no.www,3836,3436,0.6646551
no.medisin,no.vr,1490,144,0.6646123
no.marked,no.nuug,26848,107,0.66456103
no.amiga,no.speider,3265,1463,0.6645531
no.prat.aksjer,no.pressemeldinger.diskusjon,937,42,0.6644418
no.marked.diskusjon,no.org.nobug.diverse,76,119,0.6643759
no.mswindow,no.typografi,772,303,0.66436356
no.embnet,no.musikk.klassisk,398,288,0.6643076
no.havforskning,no.org.dnd,516,73,0.6642946
no.ef,no.reiser,1368,1987,0.6642925
no.lisp,no.psykologi,504,1754,0.6642609
no.eunet.drift,no.sport.orientering,405,63,0.6642418
no.alt.motorsykler,no.tele,42775,5701,0.6642202
no.film,no.uninett.skole,12505,829,0.66418964
no.elektronikk,no.marked.jobb,3838,3836,0.6641028
no.alt.fan.de-lillos,no.psykologi,244,1754,0.6640596
no.alt.tegneserier,no.bolig,2246,1148,0.66402656
no.alkohol,no.bolig,3468,1148,0.6640103
no.unix,no.vit.diverse,3935,622,0.6639873
no.musikk.klassisk,no.prat.seksualitet,288,3616,0.66397315
no.hobby.diverse,no.it.emacs,482,1054,0.6637033
no.pc,no.test,25734,3374,0.6636882
no.skole.diverse,no.tungregning,566,92,0.6636574
no.prat.narkotika,no.spill.rollespill,2474,1017,0.6636534
no.medisin,no.prat.aksjer,1490,937,0.66351235
no.alt.gledesutbrudd,no.sport.volleyball,11406,156,0.6634993
no.it.emacs,no.kjemi,1054,1463,0.66340613
no.it.os.os2,no.nuug,696,107,0.6633842
no.litteratur,no.slekt.programmer,3989,459,0.6633642
no.medisin,no.sykkel,1490,3996,0.6633288
no.ef,no.slekt.programmer,1368,459,0.6633125
no.alt.god.jul,no.tungregning,750,92,0.66329557
no.alt.tegneserier,no.c,2246,2562,0.6632728
no.alt.flame,no.spill,19929,12310,0.66324866
no.marked.bolig,no.marked.jobb,741,3836,0.6632407
no.c,no.spill.rollespill,2562,1017,0.6631659
no.musikk,no.www,27521,3436,0.66313267
no.religion,no.slekt,20428,8269,0.66312724
no.linux,no.marked.data,16315,22621,0.66308594
no.sykkel,no.vit.diverse,3996,622,0.66306746
no.org.efn.diskusjon,no.sport.diverse,1341,6331,0.6630635
no.sport.orientering,no.vitser,63,10517,0.66304046
no.c,no.uninett.drift,2562,110,0.6630287
no.musikk.klassisk,no.stortinget,288,2563,0.6630025
no.bolig,no.stortinget,1148,2563,0.66299856
no.jus,no.pressemeldinger,8006,62,0.66298795
no.alt.config,no.x,625,390,0.6629578
no.reiser,no.skole.diverse,1987,566,0.662894
no.alt.gledesutbrudd,no.org.nobug.diverse,11406,119,0.6627834
no.org.dnd,no.unix,73,3935,0.6627666
no.alt.tegneserier,no.unix,2246,3935,0.662754
no.kryptografi,no.org.isoc-no,537,46,0.66273683
no.svar,no.uninett.skole,207,829,0.66272765
no.mac,no.vitser,22107,10517,0.6626315
no.eunet.diverse,no.sport.orientering,169,63,0.6626214
no.marked.data,no.marked.jobb,22621,3836,0.66261786
no.ai,no.alt.fan.de-lillos,332,244,0.6626155
no.linux,no.skole.diverse,16315,566,0.66257685
no.prat.aksjer,no.uninett.diverse,937,207,0.6625685
no.alt.mat,no.net,3909,2082,0.6624697
no.musikk.klassisk,no.spill,288,12310,0.6624313
no.alt.amiga,no.lisp,775,504,0.6623887
no.ai,no.it.os.os2,332,696,0.6623799
no.pressemeldinger.diskusjon,no.slekt.programmer,42,459,0.6623756
no.mac,no.musikk.gitar,22107,2387,0.6623172
no.hobby.diverse,no.org.isoc-no,482,46,0.6623151
no.alt.mat.drikke,no.www,758,3436,0.66226965
no.alt.tegneserier,no.sykkel,2246,3996,0.6622642
no.alt.mat,no.sykkel,3909,3996,0.66223115
no.alt.god.jul,no.video,750,510,0.6621723
no.audio,no.nuug,10340,107,0.6621568
no.svar,no.www,207,3436,0.66210604
no.alt.fan.de-lillos,no.lisp,244,504,0.66208124
no.prat.politikk,no.tegnsett,3672,416,0.662037
no.lisp,no.ms-windows,504,8305,0.66200584
no.alt.fan.de-lillos,no.marked,244,26848,0.661958
no.alt.amiga,no.alt.irc-treff,775,1017,0.66195285
no.bibsys,no.musikk.klassisk,98,288,0.66193163
no.it.emacs,no.tungregning,1054,92,0.6618678
no.mail.drift,no.marked,576,26848,0.6618199
no.alt.radio_tv.irma1000,no.sport.volleyball,417,156,0.6617911
no.org.efn.diskusjon,no.org.nobug.diverse,1341,119,0.6617598
no.alt.config,no.alt.sjokolade,625,580,0.66174304
no.alt.frustrasjoner,no.biz.annonser,35424,3658,0.6616959
no.alt.god.jul,no.sykkel,750,3996,0.66157067
no.c,no.org.dnd,2562,73,0.66154814
no.religion,no.uninett.skole,20428,829,0.6615411
no.marked,no.vitser,26848,10517,0.6615273
no.spill,no.sykkel,12310,3996,0.6614968
no.bolig,no.prat.aksjer,1148,937,0.66148686
no.alt.frustrasjoner,no.x,35424,390,0.6614264
no.film,no.lisp,12505,504,0.661422
no.alt.mat,no.news.drift,3909,571,0.661411
no.bil,no.net,6651,2082,0.661406
no.elektronikk,no.org.decus,3838,25,0.6613849
no.norsk.fagord,no.tungregning,310,92,0.66136396
no.alt.katter,no.hobby.diverse,1932,482,0.66136175
no.litteratur,no.vr,3989,144,0.6613303
no.alt.god.jul,no.mac,750,22107,0.6612958
no.pressemeldinger.diskusjon,no.sport.fotball,42,2324,0.6612424
no.musikk.klassisk,no.uninett.diverse,288,207,0.66120505
no.student.nett,no.svar,418,207,0.66119874
no.alkohol,no.it.diverse,3468,527,0.6611896
no.alt.irc-treff,no.org.dnd,1017,73,0.661177
no.ai,no.ms-windows,332,8305,0.6610953
no.alt.god.jul,no.org.decus,750,25,0.66101927
no.biz.annonser.data,no.tungregning,1311,92,0.6610161
no.alt.tegneserier,no.tele,2246,5701,0.66096795
no.alt.radio_tv.irma1000,no.linux,417,16315,0.66089445
no.bil,no.musikk,6651,27521,0.6608635
no.embnet,no.marked.data,398,22621,0.6607613
no.bil,no.medisin,6651,1490,0.66074723
no.prat.ufo,no.typografi,762,303,0.66070557
no.it.emacs,no.spill,1054,12310,0.66060436
no.elektronikk,no.prat.politikk,3838,3672,0.6606027
no.hobby.diverse,no.x,482,390,0.6605891
no.org.decus,no.pc,25,25734,0.6605343
no.folklore.generelt,no.pressemeldinger.diskusjon,15,42,0.6605265
no.marked.diskusjon,no.prat.ufo,76,762,0.6605108
no.alt.mat,no.uninett.hjelp,3909,78,0.66048276
no.c,no.test,2562,3374,0.66047484
no.alt.mat,no.uninett.skole,3909,829,0.6604697
no.org.isoc-no,no.vr,46,144,0.6604509
no.c,no.slekt,2562,8269,0.6604266
no.lisp,no.marked.diskusjon,504,76,0.66037846
no.uninett.skole,no.x,829,390,0.6603357
no.jus,no.marked,8006,26848,0.6603172
no.bibsys,no.bil,98,6651,0.660301
no.ef,no.mac,1368,22107,0.6602849
no.alt.flame,no.medisin,19929,1490,0.66026634
no.sport.diverse,no.typografi,6331,303,0.66021526
no.musikk.gitar,no.tegnsett,2387,416,0.66019696
no.alt.katter,no.litteratur,1932,3989,0.6601602
no.bibsys,no.sport.orientering,98,63,0.66015416
no.alt.gledesutbrudd,no.kryptografi,11406,537,0.66010135
no.alt.config,no.reiser,625,1987,0.66002744
no.alt.mat,no.nuug,3909,107,0.6600062
no.prat.aksjer,no.speider,937,1463,0.6599795
no.alt.pompelog,no.sport.fotball,287,2324,0.6599754
no.it.emacs,no.speider,1054,1463,0.6599624
no.lisp,no.spill.rollespill,504,1017,0.65995985
no.general,no.slekt.etterlysning,76902,3114,0.6599239
no.lisp,no.spill,504,12310,0.65985125
no.alt.gullkorn,no.test,7,3374,0.6597839
no.jus,no.musikk.klassisk,8006,288,0.6597367
no.alt.gullkorn,no.org.nobug.diverse,7,119,0.6596926
no.marked,no.sykkel,26848,3996,0.6595602
no.ef,no.pc,1368,25734,0.65951765
no.alt.radio-tv.irma-1000,no.reiser,236,1987,0.6595067
no.biz.annonser.data,no.news.drift,1311,571,0.65948474
no.multimedia,no.prat.ufo,2273,762,0.6594471
no.it.os.os2,no.radio_tv,696,1682,0.6594167
no.prat.aksjer,no.sources.wanted,937,152,0.65941215
no.biz.nettilbydere,no.sport.diverse,824,6331,0.6593957
no.org.decus,no.org.isoc-no,25,46,0.65931875
no.org.nobug.diverse,no.video,119,510,0.6592375
no.alt.gullkorn,no.org.isoc-no,7,46,0.65920097
no.biz.annonser.data,no.musikk.gitar,1311,2387,0.65919566
no.it.diverse,no.prat.aksjer,527,937,0.6591787
no.bil,no.pressemeldinger.diskusjon,6651,42,0.65916777
no.alt.god.jul,no.pc,750,25734,0.6591
no.stortinget,no.tele,2563,5701,0.65899026
no.musikk,no.sources.wanted,27521,152,0.6589893
no.alkohol,no.reiser,3468,1987,0.6589824
no.test,no.unix,3374,3935,0.6589728
no.medisin,no.tegnsett,1490,416,0.6589692
no.ai,no.folklore.generelt,332,15,0.65893203
no.alt.mat.drikke,no.eunet.diverse,758,169,0.6588705
no.org.nobug.diverse,no.radio-tv,119,4392,0.658855
no.religion,no.typografi,20428,303,0.65882003
no.alt.fan.de-lillos,no.folklore.edb,244,153,0.65880895
no.it.emacs,no.slekt,1054,8269,0.65869355
no.musikk.gitar,no.vr,2387,144,0.6586604
no.radio-tv,no.sykkel,4392,3996,0.6586
no.irc,no.marked,6511,26848,0.6585977
no.spill.rollespill,no.video,1017,510,0.6585531
no.ai,no.x,332,390,0.65846634
no.alt.amiga,no.kjemi,775,1463,0.65846056
no.folklore.edb,no.uninett.katalog,153,32,0.65845203
no.alt.pompelog,no.org.dnd,287,73,0.65837485
no.pressemeldinger.diskusjon,no.tungregning,42,92,0.658369
no.alt.motorsykler,no.uninett.drift,42775,110,0.65831906
no.alkohol,no.spill,3468,12310,0.6583152
no.alt.radio_tv.irma1000,no.uninett.katalog,417,32,0.6583119
no.alt.radio_tv.irma1000,no.prat.aksjer,417,937,0.65826416
no.media,no.x,123,390,0.6582013
no.eunet.hjelp,no.marked,601,26848,0.6581581
no.irc,no.sykkel,6511,3996,0.658128
no.alt.gullkorn,no.vr,7,144,0.65804607
no.irc,no.sport.orientering,6511,63,0.6579944
no.news.diverse,no.perl,9287,1087,0.6579277
no.skole.diverse,no.sykkel,566,3996,0.65792596
no.alt.mat.drikke,no.it.diverse,758,527,0.6579146
no.alt.gullkorn,no.religion,7,20428,0.6579068
no.marked,no.prat.aksjer,26848,937,0.6578246
no.alt.pompel-og-pilt,no.org.dnd,367,73,0.6577861
no.biz.annonser.data,no.www,1311,3436,0.6577814
no.alt.radio_tv.irma1000,no.org.nobug.diverse,417,119,0.6577294
no.alt.katter,no.marked.diskusjon,1932,76,0.65771526
no.alt.motorsykler,no.prat.ufo,42775,762,0.6576793
no.slekt.programmer,no.test,459,3374,0.6576776
no.musikk.klassisk,no.news.drift,288,571,0.65766215
no.biz.diskusjoner,no.sport.orientering,276,63,0.65762734
no.alt.config,no.marked.jobb,625,3836,0.6575621
no.folklore.generelt,no.net,15,2082,0.6575333
no.medisin,no.tele,1490,5701,0.65744865
no.vr,no.x,144,390,0.6574439
no.bil,no.bolig,6651,1148,0.65722024
no.audio,no.linux,10340,16315,0.65720165
no.alt.radio_tv.irma1000,no.org.decus,417,25,0.65719604
no.alkohol,no.mail.diverse,3468,1978,0.6571761
no.alt.config,no.prat.aksjer,625,937,0.6571559
no.it.diverse,no.tex,527,225,0.65710104
no.pc,no.vit.diverse,25734,622,0.6570311
no.norsk,no.slekt.etterlysning,17383,3114,0.6570118
no.kryptografi,no.radio_tv,537,1682,0.6569712
no.biz.annonser,no.folklore.generelt,3658,15,0.6569165
no.musikk.gitar,no.stortinget,2387,2563,0.6568844
no.alt.config,no.it.os.os2,625,696,0.65683126
no.alt.arkiv,no.linux,1984,16315,0.65679234
no.lisp,no.tele,504,5701,0.6567559
no.marked,no.slekt,26848,8269,0.6567376
no.film,no.religion,12505,20428,0.6567068
no.alt.pompelog,no.org.decus,287,25,0.65670115
no.alt.mat,no.bil,3909,6651,0.6566797
no.video,no.vitser,510,10517,0.6566717
no.bolig,no.prat.politikk,1148,3672,0.6566594
no.perl,no.uninett.hjelp,1087,78,0.65657926
no.alt.mat,no.multimedia,3909,2273,0.6565535
no.alt.diskusjoner,no.sport.orientering,15893,63,0.65653574
no.alt.fan.de-lillos,no.bil,244,6651,0.6565213
no.alt.sjokolade,no.prat.politikk,580,3672,0.6564783
no.alt.flame,no.folklore.generelt,19929,15,0.6564061
no.alt.tegneserier,no.slekt.etterlysning,2246,3114,0.6562824
no.eunet.diverse,no.marked,169,26848,0.6562189
no.eunet.drift,no.vr,405,144,0.65621215
no.bil,no.pc,6651,25734,0.65617895
no.alt.amiga,no.norsk.fagord,775,310,0.65614754
no.multimedia,no.sykkel,2273,3996,0.65614057
no.ms-windows,no.tungregning,8305,92,0.6560596
no.alt.flame,no.kjemi,19929,1463,0.65604186
no.musikk,no.uninett.skole,27521,829,0.6559142
no.prat.ufo,no.uninett.skole,762,829,0.6558825
no.spill.rollespill,no.sport.fotball,1017,2324,0.6558388
no.stortinget,no.uninett.drift,2563,110,0.6558294
no.musikk.klassisk,no.typografi,288,303,0.6558103
no.alt.pompel-og-pilt,no.reiser,367,1987,0.6557506
no.audio,no.eunet.drift,10340,405,0.65574884
no.general,no.ms-windows,76902,8305,0.6557446
no.elektronikk,no.sport.diverse,3838,6331,0.6556974
no.biz.annonser.data,no.vr,1311,144,0.655681
no.ai,no.slekt,332,8269,0.6556519
no.marked.diskusjon,no.tungregning,76,92,0.65564823
no.biz.annonser.data,no.uninett.skole,1311,829,0.6556261
no.alt.irctreff,no.org.isoc-no,493,46,0.65558153
no.tungregning,no.vr,92,144,0.6555181
no.biz.diskusjoner,no.religion,276,20428,0.65545547
no.alt.god.jul,no.biz.annonser,750,3658,0.6553298
no.bolig,no.www,1148,3436,0.6552984
no.musikk,no.sport.fotball,27521,2324,0.6552919
no.tegnsett,no.vr,416,144,0.65529156
no.marked,no.news.diverse,26848,9287,0.65529054
no.test,no.tungregning,3374,92,0.6552875
no.eunet.hjelp,no.vit.diverse,601,622,0.6552314
no.bil,no.telepost,6651,948,0.6551609
no.marked.diskusjon,no.org.decus,76,25,0.6551521
no.multimedia,no.sport.orientering,2273,63,0.65506566
no.slekt,no.test,8269,3374,0.65504515
no.alt.mat,no.www,3909,3436,0.6550204
no.litteratur,no.unix,3989,3935,0.65500706
no.alt.amiga,no.student.samfund,775,234,0.65493757
no.nuug,no.reiser,107,1987,0.6549306
no.amiga,no.skole.diverse,3265,566,0.654859
no.alt.pompelog,no.mswindow,287,772,0.654809
no.kjemi,no.musikk.klassisk,1463,288,0.6547942
no.norsk.fagord,no.tex,310,225,0.6547276
no.musikk.gitar,no.prat.politikk,2387,3672,0.6547144
no.alt.katter,no.news.drift,1932,571,0.6546686
no.alt.amiga,no.it.emacs,775,1054,0.6546552
no.org.efn.diskusjon,no.video,1341,510,0.65462667
no.eunet.hjelp,no.marked.jobb,601,3836,0.65462077
no.kryptografi,no.prat.politikk,537,3672,0.65459067
no.audio,no.student.samfund,10340,234,0.65457606
no.norsk,no.spill,17383,12310,0.65451676
no.net,no.sykkel,2082,3996,0.654498
no.alt.god.jul,no.uninett.katalog,750,32,0.6544888
no.musikk.gitar,no.slekt.programmer,2387,459,0.65446055
no.folklore.generelt,no.prat.ufo,15,762,0.65434116
no.prat.politikk,no.tele,3672,5701,0.65432507
no.ai,no.uninett.katalog,332,32,0.65431195
no.alt.sjokolade,no.bibsys,580,98,0.6542719
no.mac,no.org.decus,22107,25,0.6542181
no.bolig,no.radio_tv,1148,1682,0.6542075
no.biz.annonser.data,no.mail.diverse,1311,1978,0.65415764
no.org.nobug.diverse,no.speider,119,1463,0.6540853
no.biz.nettilbydere,no.sport.orientering,824,63,0.6540515
no.folklore.overtro,no.media,11,123,0.65400684
no.psykologi,no.vr,1754,144,0.6539643
no.bil,no.reiser,6651,1987,0.65396106
no.musikk.klassisk,no.spill.rollespill,288,1017,0.653908
no.alt.diskusjoner,no.pc,15893,25734,0.6538753
no.reiser,no.standard,1987,98,0.6538672
no.linux,no.org.decus,16315,25,0.6538663
no.norsk,no.sources.wanted,17383,152,0.65380657
no.musikk.klassisk,no.nuug,288,107,0.6537665
no.alt.mat,no.mail.drift,3909,576,0.6536485
no.mail.drift,no.sport.orientering,576,63,0.6536306
no.audio,no.litteratur,10340,3989,0.6535832
no.sources.list,no.sources.wanted,77,152,0.65357375
no.it.emacs,no.kryptografi,1054,537,0.65355766
no.alt.irctreff,no.biz.annonser,493,3658,0.65355617
no.ai,no.video,332,510,0.65355504
no.bolig,no.radio-tv,1148,4392,0.65352166
no.musikk.klassisk,no.slekt,288,8269,0.65349805
no.norsk.fagord,no.sport.diverse,310,6331,0.65343285
no.alt.flame,no.spill.rollespill,19929,1017,0.6533632
no.c,no.marked.diskusjon,2562,76,0.6533293
no.alt.mat,no.pressemeldinger.diskusjon,3909,42,0.65329707
no.audio,no.unix,10340,3935,0.6532458
no.ms-windows,no.norsk.fagord,8305,310,0.6532159
no.alt.tegneserier,no.eunet.hjelp,2246,601,0.6532
no.alt.gullkorn,no.musikk.gitar,7,2387,0.6531383
no.multimedia,no.psykologi,2273,1754,0.6531328
no.speider,no.video,1463,510,0.65308595
no.eunet.drift,no.litteratur,405,3989,0.6530463
no.org.isoc-no,no.tungregning,46,92,0.6529912
no.nuug,no.video,107,510,0.6529367
no.kryptografi,no.norsk.fagord,537,310,0.6528255
no.alt.frustrasjoner,no.ms-windows,35424,8305,0.65276456
no.alt.katter,no.skole.diverse,1932,566,0.65276045
no.ef,no.folklore.generelt,1368,15,0.6527599
no.biz.nettilbydere,no.film,824,12505,0.6527437
no.folklore.edb,no.musikk.gitar,153,2387,0.65272605
no.marked.jobb,no.org.nobug.diverse,3836,119,0.65271074
no.film,no.mail.diverse,12505,1978,0.6527023
no.biz.annonser.data,no.unix,1311,3935,0.65264106
no.general,no.svar,76902,207,0.65264016
no.alt.mat.drikke,no.biz.nettilbydere,758,824,0.6525533
no.bil,no.student.nett,6651,418,0.652462
no.it.diverse,no.prat.seksualitet,527,3616,0.6524268
no.alt.pompel-og-pilt,no.marked.jobb,367,3836,0.6523802
